sampleId,service,cpuUsage,memoryUsage,p95Latency,errorRate,requestRate,dbPoolUsage,deploymentChanged,sloThreshold,slo_violation
SAMPLE-00998,Checkout,35,60,0.46,0.1,405,10,0,2,0
SAMPLE-00999,Inventory,81.2,89.9,2.52,10.51,455,78.1,1,2,1
SAMPLE-01000,Payments,80.8,68.9,3.07,4.1,1959,91.1,0,2,1
SAMPLE-01001,Orders,93,89.3,2.04,10.15,533,50.5,1,2,1
SAMPLE-01002,Checkout,48.8,34.8,0.08,0.07,372,31.2,0,2,0
SAMPLE-01003,Payments,92.4,82,2.14,1.93,1512,92.5,1,2,1
SAMPLE-01004,Payments,86.5,72.5,3.09,3.22,1836,90.1,0,2,1
SAMPLE-01005,Orders,23.3,41.3,0.54,0.06,451,41.9,0,2,0
SAMPLE-01006,Payments,30.7,57,0.43,0.05,249,38.4,0,2,0
SAMPLE-01007,Authentication,99,90.1,3.79,3.21,439,66.7,1,2,1
SAMPLE-01008,Authentication,99,84.4,1.93,4.92,459,77.1,1,2,1
SAMPLE-01009,Payments,85.6,91.1,2.09,10.05,363,88.7,1,2,1
SAMPLE-01010,Authentication,58,33.8,0.7,0.04,372,57.3,0,2,0
SAMPLE-01011,Inventory,99,96.3,3.01,6.73,520,50,1,2,1
SAMPLE-01012,Payments,77.9,87.7,3.82,12.28,584,99,1,2,1
SAMPLE-01013,Inventory,27.7,51.3,0.8,0.08,347,49.5,0,2,0
SAMPLE-01014,Orders,54.8,35.5,0.08,0.03,218,13.8,1,2,0
SAMPLE-01015,Orders,43.5,62.7,0.57,0.07,311,32.1,0,2,0
SAMPLE-01016,Payments,30,36.7,0.46,0.01,123,47.5,0,2,0
SAMPLE-01017,Orders,39.4,49.5,0.43,0.09,439,25.5,0,2,0
SAMPLE-01018,Payments,43.4,47.3,0.68,0.03,567,61,0,2,0
SAMPLE-01019,Authentication,44.5,38.1,0.09,0.02,159,40.8,0,2,0
SAMPLE-01020,Authentication,39.1,55.1,0.36,0,310,25.7,0,2,0
SAMPLE-01021,Inventory,27.7,72,0.57,0.04,58,33.2,0,2,0
SAMPLE-01022,Inventory,99,68.6,3.35,1.65,1157,88.1,0,2,1
SAMPLE-01023,Payments,33.9,42.1,0.48,0.06,385,34,0,2,0
SAMPLE-01024,Orders,41.3,41.1,0.13,0.08,386,43.6,0,2,0
SAMPLE-01025,Orders,39.2,67.9,0.61,0.01,301,37.9,0,2,0
SAMPLE-01026,Inventory,43.9,49.1,0.24,0.07,354,44,0,2,0
SAMPLE-01027,Orders,86.2,85.7,2.67,1.25,900,91.3,0,2,1
SAMPLE-01028,Payments,42.1,40.4,0.69,0.02,317,24.1,0,2,0
SAMPLE-01029,Checkout,95.2,84.2,2.51,3.69,1512,92.6,0,2,1
SAMPLE-01030,Payments,49.2,41.3,0.72,0.01,438,42,0,2,0
SAMPLE-01031,Authentication,31.7,54.8,0.08,0.06,251,40,0,2,0
SAMPLE-01032,Inventory,91.6,83.4,4.97,6.92,433,94.5,1,2,1
SAMPLE-01033,Authentication,90.5,77.5,1.8,1.84,1459,91,0,2,0
SAMPLE-01034,Payments,48.1,37,0.08,0.03,318,51.5,0,2,0
SAMPLE-01035,Authentication,91.2,83.1,2.62,9.77,468,74.5,1,2,1
SAMPLE-01036,Authentication,86.2,65,3.36,3.69,1335,90.1,1,2,1
SAMPLE-01037,Inventory,99,97.8,4.01,8.32,485,63,1,2,1
SAMPLE-01038,Authentication,55.4,48.1,0.23,0.03,378,31.2,0,2,0
SAMPLE-01039,Payments,47.4,66.5,0.47,0.07,451,33.3,0,2,0
SAMPLE-01040,Payments,56.8,35.8,0.57,0.07,321,33,0,2,0
SAMPLE-01041,Checkout,95.1,66.5,2.56,0.84,1896,93.9,0,2,1
SAMPLE-01042,Authentication,84.7,80,2.6,1.53,1652,90.8,0,2,1
SAMPLE-01043,Inventory,85.5,82.2,3.1,0.78,1124,96.5,0,2,1
SAMPLE-01044,Payments,99,87.2,3.5,2.68,1303,89,0,2,1
SAMPLE-01045,Orders,38.9,33.6,0.53,0.05,243,51.8,0,2,0
SAMPLE-01046,Authentication,90.6,89.2,3.84,10.16,447,90.6,1,2,1
SAMPLE-01047,Checkout,59.8,59,0.73,0.08,431,27.7,0,2,0
SAMPLE-01048,Orders,87.2,76.7,3.4,0.99,1976,82.1,0,2,1
SAMPLE-01049,Inventory,47.3,34,0.27,0,257,33.5,0,2,0
SAMPLE-01050,Checkout,37.8,52.8,0.36,0.01,245,44.2,0,2,0
SAMPLE-01051,Checkout,33.3,46.9,0.9,0.05,322,29.5,0,2,0
SAMPLE-01052,Orders,85.4,89.7,4.17,2.13,1718,100,0,2,1
SAMPLE-01053,Inventory,86.3,95.4,2.39,3,605,88.9,1,2,1
SAMPLE-01054,Orders,77.7,93,1.6,7.41,440,60.1,1,2,1
SAMPLE-01055,Checkout,36,38.5,0.46,0.14,323,52,0,2,0
SAMPLE-01056,Inventory,66.5,81.9,4.5,8.67,539,66.1,1,2,1
SAMPLE-01057,Inventory,95.9,86,3.45,2.6,1099,100,0,2,1
SAMPLE-01058,Inventory,92.9,94.7,3.71,5.37,652,62.5,1,2,1
SAMPLE-01059,Orders,43.2,54.1,1.09,0.05,259,25.1,0,2,0
SAMPLE-01060,Authentication,94.5,91.9,4.56,2.68,1495,98.5,1,2,1
SAMPLE-01061,Checkout,40.5,59.7,0.44,0,182,42.4,0,2,0
SAMPLE-01062,Checkout,87.5,78,2.52,0.5,1585,96.2,0,2,1
SAMPLE-01063,Inventory,99,88.8,4.59,9.42,608,84.9,1,2,1
SAMPLE-01064,Inventory,96.1,84.6,2.45,3.2,900,93.7,0,2,1
SAMPLE-01065,Authentication,58.8,49.9,0.24,0.04,393,31.1,0,2,0
SAMPLE-01066,Payments,54.8,38.9,0.41,0.03,187,37.8,0,2,0
SAMPLE-01067,Payments,50,50.6,0.65,0.05,195,34.1,0,2,0
SAMPLE-01068,Orders,63.3,54.2,0.87,0.06,369,24.3,0,2,0
SAMPLE-01069,Inventory,92.9,91.2,1.8,3.91,1330,95.9,0,2,1
SAMPLE-01070,Orders,37.6,56.4,0.53,0,256,46.9,0,2,0
SAMPLE-01071,Checkout,70.7,95.7,3.07,3,485,84.6,1,2,1
SAMPLE-01072,Authentication,45.9,39.9,0.88,0.06,409,16.1,0,2,0
SAMPLE-01073,Orders,51.3,68.9,0.62,0.01,425,13.8,0,2,0
SAMPLE-01074,Checkout,34.7,40.7,0.19,0.11,377,48.8,0,2,0
SAMPLE-01075,Checkout,37.8,37.1,0.5,0,419,32.3,0,2,0
SAMPLE-01076,Authentication,90.8,77.9,3.76,3.62,1651,100,1,2,1
SAMPLE-01077,Orders,39.4,25,0.71,0.03,363,31.4,0,2,0
SAMPLE-01078,Orders,55.9,53,0.35,0.05,150,44.4,0,2,0
SAMPLE-01079,Inventory,93.8,91,2.59,1.72,1328,96.6,0,2,1
SAMPLE-01080,Checkout,78.1,73.6,2.4,2.65,1333,94,1,2,1
SAMPLE-01081,Inventory,51.8,29.7,0.34,0.01,411,24.4,0,2,0
SAMPLE-01082,Checkout,41.4,39.3,0.54,0.05,118,29.9,0,2,0
SAMPLE-01083,Orders,54.5,62,0.54,0.03,272,10,0,2,0
SAMPLE-01084,Payments,35.1,48.1,0.41,0.03,314,34.5,0,2,0
SAMPLE-01085,Orders,23.2,39,0.08,0.08,253,37.4,0,2,0
SAMPLE-01086,Authentication,76.4,99,3.53,6.43,764,75.3,1,2,1
SAMPLE-01087,Inventory,44.5,63.3,0.64,0.05,378,37.2,0,2,0
SAMPLE-01088,Checkout,87.5,85.4,1.8,2.14,1336,100,0,2,0
SAMPLE-01089,Inventory,26.6,49.2,0.53,0,174,24,0,2,0
SAMPLE-01090,Payments,99,69.5,2.41,2.04,919,100,0,2,1
SAMPLE-01091,Inventory,44.5,35.7,0.38,0.08,247,41.9,0,2,0
SAMPLE-01092,Checkout,57.4,48.1,0.6,0.07,394,13,0,2,0
SAMPLE-01093,Payments,99,88.8,3.34,8.24,414,74,1,2,1
SAMPLE-01094,Orders,27.1,38.9,0.5,0.05,345,37.5,0,2,0
SAMPLE-01095,Orders,51.7,56.2,0.08,0.03,387,33.6,0,2,0
SAMPLE-01096,Authentication,41.5,50.7,0.23,0,551,31.1,0,2,0
SAMPLE-01097,Authentication,47.6,49.2,0.39,0.04,259,25.1,0,2,0
SAMPLE-01098,Inventory,63,45.6,0.82,0.09,266,23.3,0,2,0
SAMPLE-01099,Checkout,90.9,81.4,3.23,0.5,1157,94.2,0,2,1
SAMPLE-01100,Orders,49.9,72.7,0.55,0,282,48.6,0,2,0
SAMPLE-01101,Inventory,63.6,56.3,0.5,0.07,268,38.6,0,2,0
SAMPLE-01102,Payments,46.6,57.8,0.31,0.04,290,44.5,0,2,0
SAMPLE-01103,Orders,45,56.3,0.21,0.04,419,19.2,0,2,0
SAMPLE-01104,Authentication,96.4,89.4,2.28,3.37,1516,90.1,0,2,1
SAMPLE-01105,Orders,52.8,48.3,0.15,0,465,37,0,2,0
SAMPLE-01106,Checkout,31.5,49.2,0.5,0.05,259,27.9,0,2,0
SAMPLE-01107,Checkout,44.1,46.6,0.44,0,370,44.1,0,2,0
SAMPLE-01108,Orders,20.9,39.3,0.73,0.04,308,15.2,0,2,0
SAMPLE-01109,Checkout,92.5,71.3,1.8,2.08,2196,99.7,0,2,1
SAMPLE-01110,Authentication,36.5,53.2,0.38,0.01,163,35.2,0,2,0
SAMPLE-01111,Orders,79,94.4,3.49,12.34,490,78.2,1,2,1
SAMPLE-01112,Checkout,93.2,69.1,3.43,1.17,1412,96.2,1,2,1
SAMPLE-01113,Authentication,30.4,45.6,0.27,0.04,231,28.9,0,2,0
SAMPLE-01114,Checkout,89.5,65,2.85,1.87,1019,100,0,2,1
SAMPLE-01115,Checkout,86.2,83.6,1.8,2.04,1709,84.3,0,2,0
SAMPLE-01116,Authentication,37.3,65,0.28,0.02,323,21.6,1,2,0
SAMPLE-01117,Checkout,41.1,43.5,0.58,0.07,182,24.8,0,2,0
SAMPLE-01118,Authentication,96.3,88.7,2.76,1.7,900,100,0,2,1
SAMPLE-01119,Checkout,70.9,70.3,0.09,0.03,345,33.7,0,2,0
SAMPLE-01120,Orders,31.6,37.5,0.42,0.04,285,44.8,0,2,0
SAMPLE-01121,Orders,44.8,55.3,0.67,0.1,283,35.3,0,2,0
SAMPLE-01122,Orders,38.9,39.3,0.69,0.09,280,22.1,0,2,0
SAMPLE-01123,Inventory,68.5,34.6,0.08,0.13,409,32.5,0,2,0
SAMPLE-01124,Payments,43.7,66.1,0.08,0,293,29.4,0,2,0
SAMPLE-01125,Authentication,38.8,56.9,0.32,0.03,316,39.1,0,2,0
SAMPLE-01126,Inventory,94.4,72,2.47,4,900,95.7,1,2,1
SAMPLE-01127,Inventory,53.7,47.4,0.66,0.12,388,35.5,0,2,0
SAMPLE-01128,Authentication,81.5,95.7,2.74,12.42,454,72.3,1,2,1
SAMPLE-01129,Checkout,82,95,2.52,9.94,496,90,1,2,1
SAMPLE-01130,Inventory,58,64.5,0.47,0,234,38.6,0,2,0
SAMPLE-01131,Checkout,88.7,86,2.06,2.87,1169,92.5,0,2,1
SAMPLE-01132,Inventory,22.9,40.8,0.8,0.02,372,19.1,0,2,0
SAMPLE-01133,Checkout,88.2,82.7,4.63,0.75,1589,91,0,2,1
SAMPLE-01134,Orders,50.2,63.9,0.08,0.08,368,19.1,0,2,0
SAMPLE-01135,Authentication,92,85.2,2.18,0.54,900,100,1,2,1
SAMPLE-01136,Payments,96.2,92.3,4.26,8.71,428,94.1,1,2,1
SAMPLE-01137,Inventory,54.1,67.4,0.08,0.13,319,38.8,0,2,0
SAMPLE-01138,Checkout,47.9,30.7,0.08,0.04,367,40.5,0,2,0
SAMPLE-01139,Inventory,84.9,89,3.64,3,434,65,1,2,1
SAMPLE-01140,Orders,49.3,44.2,0.26,0.01,298,42.6,0,2,0
SAMPLE-01141,Checkout,39.7,59.1,0.21,0.08,313,12.5,0,2,0
SAMPLE-01142,Checkout,45.8,61.7,0.86,0.01,321,31.1,0,2,0
SAMPLE-01143,Authentication,51,48.2,0.56,0.15,214,56.9,1,2,0
SAMPLE-01144,Checkout,34.2,45.9,0.46,0.04,477,22.9,0,2,0
SAMPLE-01145,Payments,33.6,52.3,0.93,0.04,429,41,0,2,0
SAMPLE-01146,Orders,47.8,62.1,0.77,0.01,263,53.2,0,2,0
SAMPLE-01147,Orders,86.4,76.5,1.96,3.75,1211,96.2,0,2,1
SAMPLE-01148,Authentication,31.9,27.2,0.69,0.03,346,31.8,0,2,0
SAMPLE-01149,Checkout,50.5,27.5,0.51,0.1,296,52.9,0,2,0
SAMPLE-01150,Authentication,35.6,49,0.54,0.14,342,30.7,1,2,0
SAMPLE-01151,Inventory,86.6,73.2,3.05,3.61,1529,90.4,0,2,1
SAMPLE-01152,Inventory,36,42.1,0.38,0.06,316,10,0,2,0
SAMPLE-01153,Authentication,47.2,59.9,0.63,0,238,32,0,2,0
SAMPLE-01154,Authentication,47.3,60.7,0.39,0.07,447,33.1,0,2,0
SAMPLE-01155,Payments,47.2,56.8,0.19,0.03,420,26.2,0,2,0
SAMPLE-01156,Payments,92.4,79.1,2.7,2.58,1342,95.2,0,2,1
SAMPLE-01157,Checkout,36.1,60,0.93,0.03,498,31.2,0,2,0
SAMPLE-01158,Payments,37.7,49.5,0.53,0.07,237,26.2,1,2,0
SAMPLE-01159,Inventory,21.2,47.2,0.85,0.1,358,43.5,0,2,0
SAMPLE-01160,Checkout,24.6,44.2,0.19,0.04,291,31.5,0,2,0
SAMPLE-01161,Inventory,41.2,55.4,0.46,0.09,418,44.6,0,2,0
SAMPLE-01162,Payments,91.8,74.2,2.38,1.18,1484,86.8,0,2,1
SAMPLE-01163,Inventory,83.9,82.2,3.35,1.66,1855,87.7,0,2,1
SAMPLE-01164,Checkout,31.1,64.5,0.88,0.06,376,43.9,0,2,0
SAMPLE-01165,Authentication,82.8,92.4,2.33,3,661,70.7,1,2,1
SAMPLE-01166,Payments,48.8,50.4,0.46,0.08,220,40.8,0,2,0
SAMPLE-01167,Authentication,96.6,69,3.34,3.06,1839,89.8,0,2,1
SAMPLE-01168,Authentication,72.1,89.6,1.84,9.56,326,69.2,1,2,1
SAMPLE-01169,Authentication,94,77.6,2.36,4.51,1451,84.3,1,2,1
SAMPLE-01170,Inventory,72.8,88.3,4.01,9.06,674,73.2,1,2,1
SAMPLE-01171,Checkout,96.1,90.6,4.69,7.85,405,89.1,1,2,1
SAMPLE-01172,Inventory,54.9,43.3,0.76,0.03,402,32.2,0,2,0
SAMPLE-01173,Checkout,62.5,32.3,0.44,0.12,258,37.3,0,2,0
SAMPLE-01174,Checkout,25.2,37.7,0.38,0.07,338,33.8,0,2,0
SAMPLE-01175,Checkout,58.7,34.4,0.59,0.06,197,35.3,0,2,0
SAMPLE-01176,Checkout,81.3,89.3,5.22,11.62,206,90,1,2,1
SAMPLE-01177,Payments,37.8,52.2,0.56,0.01,299,40.1,0,2,0
SAMPLE-01178,Checkout,84.8,81.5,2.99,3.04,1200,92.8,1,2,1
SAMPLE-01179,Orders,45.8,41.5,0.63,0.03,276,23.9,0,2,0
SAMPLE-01180,Checkout,88.3,74.3,3.26,2.44,1733,97.7,0,2,1
SAMPLE-01181,Authentication,44.9,53.9,0.09,0.03,515,32.8,0,2,0
SAMPLE-01182,Orders,36.7,40.1,0.69,0.07,231,26.1,1,2,0
SAMPLE-01183,Authentication,59.8,42,0.64,0.05,167,18.5,0,2,0
SAMPLE-01184,Checkout,96.3,79.6,3.48,0.95,1243,96.4,0,2,1
SAMPLE-01185,Inventory,43,51.2,0.37,0.07,250,37,0,2,0
SAMPLE-01186,Authentication,23.6,49.2,0.28,0.08,265,36.8,0,2,0
SAMPLE-01187,Inventory,70.4,86.4,3.1,11.66,525,64.2,1,2,1
SAMPLE-01188,Checkout,29,45.5,0.26,0.05,95,40.9,0,2,0
SAMPLE-01189,Authentication,21.1,40.8,0.54,0.02,436,44.4,0,2,0
SAMPLE-01190,Checkout,53.6,50.2,0.27,0.05,389,50.5,0,2,0
SAMPLE-01191,Payments,24.9,37.1,0.52,0.07,154,23.2,1,2,0
SAMPLE-01192,Authentication,43.7,56.9,0.12,0.06,346,29.6,1,2,0
SAMPLE-01193,Checkout,92.2,75.2,1.97,1.58,1560,96.3,0,2,1
SAMPLE-01194,Checkout,88.2,95,4.58,0.62,1479,95.1,0,2,1
SAMPLE-01195,Payments,95.2,81.5,1.86,2.54,1199,92.9,0,2,1
SAMPLE-01196,Orders,39.8,51.3,0.08,0,109,63.1,0,2,0
SAMPLE-01197,Orders,32,47.6,0.51,0.04,235,36.5,0,2,0
SAMPLE-01198,Authentication,33.8,36.3,0.28,0.02,282,40.4,0,2,0
SAMPLE-01199,Inventory,64.8,26.9,0.52,0.02,246,57.8,0,2,0
SAMPLE-01200,Checkout,39.3,42.1,0.43,0.06,227,40.2,0,2,0
SAMPLE-01201,Orders,89,85.9,2.94,4.82,1457,96.1,1,2,1
SAMPLE-01202,Checkout,44,43,0.39,0.05,262,35.6,0,2,0
SAMPLE-01203,Orders,93.6,80.8,3.02,2.12,1531,92,0,2,1
SAMPLE-01204,Payments,23.1,65.1,0.2,0.03,204,28.8,0,2,0
SAMPLE-01205,Inventory,53,48.2,0.51,0.07,337,50.7,0,2,0
SAMPLE-01206,Orders,29.5,53.4,0.45,0.12,236,32.2,0,2,0
SAMPLE-01207,Inventory,56.3,47.2,0.68,0,437,11.8,0,2,0
SAMPLE-01208,Orders,50.9,46.4,0.26,0.02,299,35,0,2,0
SAMPLE-01209,Inventory,88.5,74.7,2.73,0.5,1124,95.3,1,2,1
SAMPLE-01210,Authentication,60,45.3,0.51,0.02,344,22.4,0,2,0
SAMPLE-01211,Orders,45.6,64.3,0.35,0.08,215,44.7,0,2,0
SAMPLE-01212,Checkout,35.8,42,0.6,0.13,294,31.4,0,2,0
SAMPLE-01213,Inventory,84.5,86.3,3.5,5.55,374,62.5,1,2,1
SAMPLE-01214,Authentication,87.1,87.8,2.85,8.35,577,54.2,1,2,1
SAMPLE-01215,Orders,64.6,39.2,0.71,0.07,431,41.2,0,2,0
SAMPLE-01216,Checkout,59.8,48.9,0.08,0.07,337,22.7,0,2,0
SAMPLE-01217,Inventory,84.5,73.6,1.8,3.81,1652,90,1,2,1
SAMPLE-01218,Payments,94.1,88.3,3.42,8.91,623,50.1,1,2,1
SAMPLE-01219,Checkout,30,45.3,0.93,0.05,357,40,0,2,0
SAMPLE-01220,Inventory,87.4,99,1.81,16.06,704,76.3,1,2,1
SAMPLE-01221,Inventory,36.7,58.2,0.69,0.07,286,23.2,0,2,0
SAMPLE-01222,Checkout,34,61.8,0.14,0.02,195,49.1,0,2,0
SAMPLE-01223,Checkout,89.8,79.6,1.93,2.58,1942,89.8,0,2,1
SAMPLE-01224,Authentication,45.8,57.5,0.37,0.06,395,35.6,0,2,0
SAMPLE-01225,Orders,75,46.6,0.49,0,275,24.5,0,2,0
SAMPLE-01226,Orders,43.3,53.2,0.36,0.18,324,25.4,0,2,0
SAMPLE-01227,Payments,42.4,40.7,0.42,0.07,321,18.3,0,2,0
SAMPLE-01228,Orders,47.9,42.7,0.12,0,296,25.1,0,2,0
SAMPLE-01229,Orders,90,89.1,2.33,4.12,1307,97.1,0,2,1
SAMPLE-01230,Inventory,81.9,96.4,2.56,15.69,626,69.4,1,2,1
SAMPLE-01231,Checkout,43.1,52.4,0.65,0.11,441,34.7,0,2,0
SAMPLE-01232,Orders,55.5,35.4,0.95,0.06,255,40.2,0,2,0
SAMPLE-01233,Orders,48.6,49.5,0.08,0.06,359,27.8,0,2,0
SAMPLE-01234,Payments,94,80.9,3.08,1.12,1048,87.1,0,2,1
SAMPLE-01235,Inventory,87.6,84.3,3.52,0.55,1295,93.8,1,2,1
SAMPLE-01236,Payments,27,58.7,0.61,0.04,316,29.4,0,2,0
SAMPLE-01237,Authentication,34.5,49.3,0.45,0,294,58.7,0,2,0
SAMPLE-01238,Authentication,55.2,46.8,0.3,0.03,211,57.5,0,2,0
SAMPLE-01239,Inventory,46.3,67,0.32,0,290,40.2,1,2,0
SAMPLE-01240,Orders,56.4,48.5,0.59,0.04,379,45.1,0,2,0
SAMPLE-01241,Orders,92.7,84.2,2.94,2.09,1501,95.5,0,2,1
SAMPLE-01242,Inventory,94.8,80.9,2.98,3.83,1086,89,0,2,1
SAMPLE-01243,Checkout,39.4,47.5,0.19,0.03,169,32.4,0,2,0
SAMPLE-01244,Authentication,22.2,45.5,0.08,0.08,225,26.8,0,2,0
SAMPLE-01245,Inventory,37,46.7,0.65,0.16,410,36.5,1,2,0
SAMPLE-01246,Payments,64.3,88.8,2.61,7.51,469,66.4,1,2,1
SAMPLE-01247,Inventory,97.2,87.9,3.85,8.51,510,74.2,1,2,1
SAMPLE-01248,Checkout,47.4,74.1,0.64,0.08,169,21.5,0,2,0
SAMPLE-01249,Orders,89.5,82.1,3.37,2.82,1069,98.6,1,2,1
SAMPLE-01250,Checkout,90.7,83.1,2.35,1.44,1922,87.8,0,2,1
SAMPLE-01251,Orders,40.6,32,0.24,0.04,392,48.1,0,2,0
SAMPLE-01252,Orders,80.5,65,2.14,3.12,1295,100,1,2,1
SAMPLE-01253,Payments,71.6,99,3.28,7.68,427,87,1,2,1
SAMPLE-01254,Inventory,48.2,42.7,0.54,0.04,374,21.4,0,2,0
SAMPLE-01255,Inventory,46.5,61.3,0.08,0.04,156,39.7,1,2,0
SAMPLE-01256,Authentication,67.8,94.1,2.72,12.36,344,80.2,1,2,1
SAMPLE-01257,Authentication,82.8,78.5,2.8,3.43,1069,93.9,1,2,1
SAMPLE-01258,Inventory,87.1,83.3,4.33,10.79,337,75.6,1,2,1
SAMPLE-01259,Checkout,67,89.5,4.17,12.67,333,79.4,1,2,1
SAMPLE-01260,Orders,99,68.9,3.1,3.49,1690,93.5,0,2,1
SAMPLE-01261,Inventory,69.4,82,3.99,11.72,571,69,1,2,1
SAMPLE-01262,Payments,43.6,51.6,0.26,0.07,366,34.4,0,2,0
SAMPLE-01263,Inventory,34.2,43.3,0.77,0.01,389,55.9,0,2,0
SAMPLE-01264,Orders,40.3,58.3,0.31,0.03,289,32.9,0,2,0
SAMPLE-01265,Orders,54.4,51,0.26,0.1,282,62.2,0,2,0
SAMPLE-01266,Payments,43.7,48.2,0.34,0.09,265,47.5,0,2,0
SAMPLE-01267,Orders,15,46.6,0.45,0.09,328,36.5,0,2,0
SAMPLE-01268,Authentication,44.2,32.2,0.91,0,194,64.9,0,2,0
SAMPLE-01269,Payments,42.7,45.7,0.3,0.09,235,52.1,0,2,0
SAMPLE-01270,Payments,44.2,47.6,0.37,0,384,44.5,0,2,0
SAMPLE-01271,Checkout,94.9,74.5,2.61,1.22,1574,86.7,0,2,1
SAMPLE-01272,Orders,93.4,83.7,3,2.94,1575,86.9,0,2,1
SAMPLE-01273,Payments,31.8,28.7,0.33,0.04,390,22.4,0,2,0
SAMPLE-01274,Orders,87.5,67,2.19,2.29,1826,89,1,2,1
SAMPLE-01275,Authentication,49.7,47.6,0.27,0.04,219,45.8,0,2,0
SAMPLE-01276,Orders,53.2,47.7,0.26,0.02,388,41.8,0,2,0
SAMPLE-01277,Authentication,51.3,44.6,0.33,0.04,387,26.8,0,2,0
SAMPLE-01278,Orders,40.6,42.5,0.51,0,309,45.8,0,2,0
SAMPLE-01279,Checkout,40.1,46.9,0.28,0.02,301,52.5,0,2,0
SAMPLE-01280,Inventory,46.8,39.3,0.61,0.05,222,22.9,0,2,0
SAMPLE-01281,Payments,37.2,38.9,0.41,0.04,373,31.2,0,2,0
SAMPLE-01282,Checkout,26.6,38.4,0.8,0.04,300,34.2,0,2,0
SAMPLE-01283,Authentication,42,62.8,0.33,0,351,34.8,0,2,0
SAMPLE-01284,Authentication,59.3,42.9,0.41,0,445,38.4,0,2,0
SAMPLE-01285,Orders,51.2,43,0.62,0.02,206,27.8,0,2,0
SAMPLE-01286,Orders,87.3,79.7,1.8,2.13,1601,95.6,0,2,0
SAMPLE-01287,Inventory,53.4,41.5,0.5,0.04,279,46.2,1,2,0
SAMPLE-01288,Inventory,83.9,99,2.66,3,620,61,1,2,1
SAMPLE-01289,Inventory,84.2,83.7,2.49,8.12,503,68.9,1,2,1
SAMPLE-01290,Payments,84.7,86.4,4.08,6.92,367,70.7,1,2,1
SAMPLE-01291,Inventory,55.8,49,0.4,0.11,226,43.4,0,2,0
SAMPLE-01292,Checkout,51.1,53.9,0.76,0.09,287,26,0,2,0
SAMPLE-01293,Orders,99,99,1.6,11,614,81.2,1,2,1
SAMPLE-01294,Checkout,86.1,74.1,2.09,2.48,1442,87.8,0,2,1
SAMPLE-01295,Payments,78,88.2,3.51,2.32,1470,86.3,0,2,1
SAMPLE-01296,Checkout,48.7,34.7,0.59,0.09,361,41.9,0,2,0
SAMPLE-01297,Payments,39.3,55.9,0.49,0.05,286,14.7,0,2,0
SAMPLE-01298,Authentication,33.3,71.9,0.98,0,227,37.2,0,2,0
SAMPLE-01299,Orders,24.3,59.6,0.55,0.06,304,30,0,2,0
SAMPLE-01300,Checkout,59.2,55.4,0.18,0.08,445,37.2,0,2,0
SAMPLE-01301,Inventory,33.2,36.3,0.93,0.03,405,54.2,0,2,0
SAMPLE-01302,Authentication,84.9,85.8,2.49,3.18,1592,95,0,2,1
SAMPLE-01303,Checkout,88.9,70.1,2.95,2.11,1425,90.7,0,2,1
SAMPLE-01304,Checkout,34.6,62,0.19,0.04,445,29.5,0,2,0
SAMPLE-01305,Inventory,53.4,49.6,0.71,0,276,45.2,0,2,0
SAMPLE-01306,Checkout,63.4,48.6,0.08,0.1,212,30.7,0,2,0
SAMPLE-01307,Orders,61.9,64.4,0.64,0.01,377,19,0,2,0
SAMPLE-01308,Orders,33.2,46.3,0.36,0.07,343,28.3,0,2,0
SAMPLE-01309,Payments,28.2,45.3,0.37,0,334,27.5,0,2,0
SAMPLE-01310,Authentication,50.6,56.3,0.49,0.12,333,18,0,2,0
SAMPLE-01311,Orders,82.8,90.5,2.4,3.35,1852,100,0,2,1
SAMPLE-01312,Orders,53,59.6,0.5,0.08,382,27.3,0,2,0
SAMPLE-01313,Orders,89.1,65,3.87,1.4,1088,94.7,0,2,1
SAMPLE-01314,Orders,47.9,58.4,0.49,0.04,396,27.5,1,2,0
SAMPLE-01315,Authentication,47.7,60.8,0.62,0.04,278,53.2,1,2,0
SAMPLE-01316,Payments,38.8,27.3,0.37,0.05,262,43.8,0,2,0
SAMPLE-01317,Orders,24.2,36.2,0.62,0.03,50,31.3,1,2,0
SAMPLE-01318,Authentication,78.6,77.6,1.8,2.59,1336,97.8,1,2,1
SAMPLE-01319,Payments,46.9,37.6,0.36,0.08,345,22.9,0,2,0
SAMPLE-01320,Orders,90.5,79.4,2.88,1.04,1342,94.8,0,2,1
SAMPLE-01321,Authentication,43.6,49.7,0.71,0.07,317,37.3,0,2,0
SAMPLE-01322,Checkout,80.7,95.2,3.54,17.23,333,50.4,1,2,1
SAMPLE-01323,Inventory,47.1,57.8,0.08,0.02,202,24.2,0,2,0
SAMPLE-01324,Checkout,26.2,54,0.51,0,346,21.5,0,2,0
SAMPLE-01325,Authentication,89,90.8,2.57,6.52,529,61,1,2,1
SAMPLE-01326,Checkout,72.6,91.5,2.68,5.85,413,66.8,1,2,1
SAMPLE-01327,Orders,22.8,56.2,0.39,0.07,195,52.1,0,2,0
SAMPLE-01328,Checkout,42.3,41.4,0.48,0.1,345,43.8,0,2,0
SAMPLE-01329,Authentication,22,57.3,0.57,0.01,273,38.4,0,2,0
SAMPLE-01330,Orders,36.9,25,0.34,0.01,204,32.3,0,2,0
